battery_level,battery_health,battery_drop_rate,battery_trend,temperature,motor_current,cpu_load,velocity,anomaly_type
68.62,38.07,0.0,2.24,86.29,10.37,33.64,1.5,MOTOR_OVERHEATING
69.49,38.07,0.0,1.97,87.72,10.47,38.36,1.52,MOTOR_OVERHEATING
70.51,38.07,0.0,1.88,88.92,10.75,45.54,1.67,MOTOR_OVERHEATING
71.44,38.07,0.0,1.95,90.44,11.55,37.18,1.58,MOTOR_OVERHEATING
72.41,38.07,0.0,1.91,92.27,11.62,31.98,1.14,MOTOR_OVERHEATING
73.6,38.07,0.0,2.16,93.83,10.56,27.06,0.86,MOTOR_OVERHEATING
74.63,38.07,0.0,2.22,94.92,10.26,31.14,0.62,MOTOR_OVERHEATING
75.45,38.07,0.0,1.84,95.79,10.48,24.89,0.52,MOTOR_OVERHEATING
76.25,38.07,0.0,1.61,96.42,10.41,25.25,0.45,MOTOR_OVERHEATING
77.12,38.07,0.0,1.67,97.39,10.25,43.76,0.62,MOTOR_OVERHEATING
78.08,38.07,0.0,1.83,98.77,10.63,33.99,0.86,MOTOR_OVERHEATING
79.17,38.07,0.0,2.05,99.35,11.58,37.7,1.26,MOTOR_OVERHEATING
80.17,38.07,0.0,2.09,100.71,12.3,37.58,1.46,MOTOR_OVERHEATING
81.21,38.07,0.0,2.03,47.35,5.42,27.45,1.4,Normal
82.19,38.07,0.0,2.02,47.8,5.42,36.23,1.5,Normal
83.28,38.07,0.0,2.08,47.95,5.5,45.5,1.38,Normal
84.21,38.07,0.0,2.02,48.37,5.63,29.06,1.44,Normal
85.21,38.07,0.0,1.93,48.44,5.69,27.41,1.39,Normal
86.15,38.07,0.0,1.94,48.63,5.53,37.03,1.59,Normal
87.24,38.07,0.0,2.02,48.61,5.66,32.24,1.54,Normal
88.36,38.07,0.0,2.21,48.65,5.61,45.41,1.5,Normal
89.48,38.07,0.0,2.24,49.13,5.76,40.67,1.43,Normal
90.43,38.07,0.0,2.07,49.85,5.48,33.85,1.5,Normal
90.93,38.07,0.0,1.45,50.19,5.52,28.1,1.69,Normal
91.5,38.07,0.0,1.07,49.65,6.0,45.01,1.23,Normal
91.99,38.07,0.0,1.06,49.84,5.42,44.49,0.9,Normal
92.53,38.07,0.0,1.03,50.0,4.91,27.98,0.65,Normal
92.98,38.07,0.0,1.0,49.44,4.34,37.89,0.55,Normal
93.48,38.07,0.0,0.95,48.71,3.82,39.69,0.45,Normal
93.88,38.07,0.0,0.9,47.9,3.79,43.0,0.85,Normal
94.32,38.07,0.0,0.84,47.25,4.86,32.47,1.13,Normal
94.75,38.07,0.0,0.87,47.49,5.64,30.58,3.59,ABNORMAL_VELOCITY
95.33,38.07,0.0,1.01,47.84,6.13,44.28,3.89,ABNORMAL_VELOCITY
95.87,38.07,0.0,1.12,48.77,6.56,37.51,0.0,ABNORMAL_VELOCITY
96.45,38.07,0.0,1.12,48.84,6.63,27.35,3.32,ABNORMAL_VELOCITY
96.89,38.07,0.0,1.03,48.83,7.44,29.97,4.38,ABNORMAL_VELOCITY
97.38,38.07,0.0,0.93,49.46,6.97,42.12,0.0,ABNORMAL_VELOCITY
97.93,38.07,0.0,1.04,49.89,6.68,36.2,3.2,ABNORMAL_VELOCITY
98.34,38.07,0.0,0.97,50.04,6.38,29.41,4.35,ABNORMAL_VELOCITY
96.63,38.07,1.72,-1.31,49.78,6.23,37.11,3.65,ABNORMAL_VELOCITY
94.87,38.07,1.76,-3.48,50.1,6.49,38.0,3.12,ABNORMAL_VELOCITY
93.41,38.07,1.46,-3.22,50.14,6.78,27.03,0.0,ABNORMAL_VELOCITY
91.74,38.07,1.67,-3.13,50.34,6.91,38.26,4.04,ABNORMAL_VELOCITY
90.19,38.07,1.55,-3.22,50.26,6.84,46.16,3.46,ABNORMAL_VELOCITY
88.35,38.07,1.84,-3.39,50.79,6.09,32.6,2.87,ABNORMAL_VELOCITY
86.75,38.07,1.59,-3.44,50.35,5.7,44.69,0.0,ABNORMAL_VELOCITY
85.35,38.07,1.41,-3.0,50.18,5.33,28.13,2.98,ABNORMAL_VELOCITY
83.99,38.07,1.36,-2.77,49.53,5.5,24.55,0.0,ABNORMAL_VELOCITY
82.93,38.07,1.06,-2.42,48.55,4.94,25.07,2.54,ABNORMAL_VELOCITY
81.58,38.07,1.34,-2.4,48.19,4.62,39.02,3.38,ABNORMAL_VELOCITY
80.52,38.07,1.06,-2.4,47.41,5.67,38.86,0.0,ABNORMAL_VELOCITY
79.11,38.07,1.41,-2.47,47.34,5.63,40.95,0.0,ABNORMAL_VELOCITY
77.94,38.07,1.17,-2.58,47.37,5.95,31.84,3.82,ABNORMAL_VELOCITY
76.33,38.07,1.61,-2.78,47.42,6.21,39.61,0.0,ABNORMAL_VELOCITY
74.65,38.07,1.68,-3.29,48.03,6.78,43.75,3.46,ABNORMAL_VELOCITY
73.1,38.07,1.55,-3.23,48.24,6.28,34.57,0.0,ABNORMAL_VELOCITY
71.42,38.07,1.68,-3.23,48.7,7.04,27.87,3.17,ABNORMAL_VELOCITY
69.63,38.07,1.79,-3.48,48.96,7.2,31.45,3.96,ABNORMAL_VELOCITY
67.88,38.07,1.75,-3.54,49.4,6.39,39.01,0.0,ABNORMAL_VELOCITY
66.22,38.07,1.66,-3.41,49.62,6.18,44.34,0.0,ABNORMAL_VELOCITY
64.58,38.07,1.64,-3.3,49.56,6.98,44.14,0.0,ABNORMAL_VELOCITY
62.73,38.07,1.85,-3.49,50.02,6.88,28.45,4.37,ABNORMAL_VELOCITY
60.83,38.07,1.9,-3.74,49.91,7.03,25.93,0.0,ABNORMAL_VELOCITY
59.09,38.07,1.74,-3.64,49.7,6.58,41.67,4.37,ABNORMAL_VELOCITY
57.65,38.07,1.45,-3.19,50.23,7.21,39.23,0.0,ABNORMAL_VELOCITY
55.92,38.07,1.73,-3.18,50.44,6.35,34.88,0.0,ABNORMAL_VELOCITY
54.37,38.07,1.55,-3.28,50.46,5.31,32.59,2.53,ABNORMAL_VELOCITY
52.89,38.07,1.48,-3.03,49.84,4.07,42.28,0.6,ABNORMAL_VELOCITY
51.76,38.07,1.13,-2.61,49.0,4.07,28.92,0.49,Normal
50.25,38.07,1.5,-2.63,48.38,4.2,28.23,0.72,Normal
48.83,38.07,1.42,-2.92,48.06,4.42,43.15,1.13,Normal
47.23,38.07,1.6,-3.02,48.05,4.81,45.2,1.21,Normal
45.99,38.07,1.24,-2.84,48.57,5.03,37.77,1.43,Normal
44.44,38.07,1.55,-2.79,48.59,5.34,33.64,1.48,Normal
42.71,38.07,1.74,-3.28,49.06,5.72,40.16,1.6,Normal
41.29,38.07,1.41,-3.15,49.75,5.96,42.48,1.76,Normal
39.87,38.07,1.43,-2.84,49.92,5.88,28.84,1.87,Normal
38.21,38.07,1.66,-3.08,50.26,6.07,28.43,1.84,Normal
36.72,38.07,1.49,-3.15,50.71,6.09,42.78,1.95,Normal
34.88,38.07,1.84,-3.33,51.15,6.54,44.22,2.01,Normal
32.88,38.07,2.0,-3.83,51.89,6.73,46.95,1.75,Normal
31.02,38.07,1.87,-3.86,52.38,6.18,45.83,1.83,Normal
29.51,38.07,1.51,-3.38,52.91,6.58,46.68,1.77,Normal
26.2,37.89,1.98,-3.5,53.2,6.35,27.48,1.56,Normal
21.68,37.6,1.66,-3.64,52.7,5.89,41.84,1.22,Normal
22.96,37.96,1.59,-3.24,52.62,5.36,40.36,0.94,Normal
20.68,37.79,1.38,-2.96,52.24,4.98,28.49,0.81,Normal
20.15,37.58,1.42,-2.8,51.76,5.17,43.71,0.58,Normal
16.52,39.23,1.32,-2.73,51.64,5.15,24.38,0.41,Normal
17.69,39.1,1.2,-2.51,50.47,4.19,32.45,0.75,Normal
18.7,38.74,0.0,-0.18,49.28,4.9,38.89,0.76,Normal
19.51,38.47,0.0,1.84,48.95,4.78,28.79,0.98,BATTERY_DEGRADATION
20.4,38.42,0.0,1.71,48.74,5.22,26.29,1.13,BATTERY_DEGRADATION
21.29,38.16,0.0,1.8,48.84,5.81,40.76,1.29,BATTERY_DEGRADATION
22.13,37.77,0.0,1.75,49.24,5.68,44.48,1.38,BATTERY_DEGRADATION
23.26,37.62,0.0,1.99,49.98,5.52,34.41,1.56,BATTERY_DEGRADATION
24.16,37.45,0.0,2.04,49.66,6.28,31.49,1.68,BATTERY_DEGRADATION
25.01,37.34,0.0,1.76,49.7,6.03,39.56,1.67,BATTERY_DEGRADATION
25.57,37.53,0.0,1.79,50.37,6.42,39.81,1.65,BATTERY_DEGRADATION
26.66,38.84,0.0,1.93,51.04,6.1,39.86,1.49,BATTERY_DEGRADATION
27.87,38.8,0.0,1.87,50.98,5.58,33.05,1.38,BATTERY_DEGRADATION
28.71,38.76,0.0,1.72,50.69,5.68,36.84,1.31,BATTERY_DEGRADATION
28.27,38.63,0.0,1.98,50.76,5.45,35.68,1.37,BATTERY_DEGRADATION
30.96,39.17,0.0,2.24,50.66,5.5,45.31,1.54,BATTERY_DEGRADATION
31.99,39.06,0.0,2.14,51.02,5.63,33.61,1.11,BATTERY_DEGRADATION
33.1,38.9,0.0,2.15,50.66,5.21,35.26,0.86,BATTERY_DEGRADATION
34.28,38.58,0.0,2.31,50.65,4.93,30.3,0.61,BATTERY_DEGRADATION
35.18,38.41,0.0,2.09,49.99,4.31,40.08,0.58,BATTERY_DEGRADATION
36.92,38.33,0.0,1.93,49.18,4.06,33.73,0.54,BATTERY_DEGRADATION
35.77,38.11,0.0,2.1,48.69,4.27,32.3,0.86,BATTERY_DEGRADATION
38.18,39.57,0.0,1.92,48.36,4.31,30.18,1.01,BATTERY_DEGRADATION
39.34,39.45,0.0,2.03,47.85,5.0,37.47,1.08,BATTERY_DEGRADATION
40.16,39.07,0.0,2.01,48.2,4.75,42.9,1.3,BATTERY_DEGRADATION
41.24,39.02,0.0,1.91,48.02,5.1,33.18,1.35,BATTERY_DEGRADATION
42.34,39.02,0.0,2.17,48.15,5.66,45.06,1.4,BATTERY_DEGRADATION
43.27,38.82,0.0,2.04,48.85,5.77,42.7,1.59,BATTERY_DEGRADATION
44.09,38.81,0.0,1.77,49.04,6.13,33.04,1.67,BATTERY_DEGRADATION
44.9,38.59,0.0,1.65,49.29,5.85,46.28,1.67,BATTERY_DEGRADATION
43.52,38.38,0.0,1.78,49.92,6.32,39.15,1.67,BATTERY_DEGRADATION
48.33,38.38,0.0,2.13,50.51,6.29,27.8,1.8,Normal
49.2,38.38,0.0,2.03,50.32,5.95,39.91,1.86,Normal
50.29,38.38,0.0,1.96,50.33,6.53,30.63,1.69,Normal
51.47,38.38,0.0,2.27,50.51,6.38,38.16,1.74,Normal
52.48,38.38,0.0,2.19,51.22,6.24,28.39,1.62,Normal
53.59,38.38,0.0,2.12,51.28,5.61,36.0,1.14,Normal
54.51,38.38,0.0,2.03,51.0,5.26,34.59,0.83,Normal
55.41,38.38,0.0,1.82,50.7,4.83,42.37,0.6,Normal
56.28,38.38,0.0,1.77,50.75,3.82,27.19,0.46,Normal
57.32,38.38,0.0,1.91,49.88,3.75,29.55,0.41,Normal
58.32,38.38,0.0,2.05,48.92,3.78,37.74,0.94,Normal
59.49,38.38,0.0,2.18,48.1,5.06,44.49,1.28,Normal
60.34,38.38,0.0,2.02,48.71,5.35,40.58,1.35,Normal
61.22,38.38,0.0,1.73,48.83,5.46,34.62,1.55,Normal
62.3,38.38,0.0,1.95,49.17,5.79,32.77,1.7,Normal
63.15,38.38,0.0,1.92,49.77,5.88,46.97,1.77,Normal
64.23,38.38,0.0,1.93,50.46,6.04,33.58,1.55,Normal
65.42,38.38,0.0,2.27,50.68,6.43,27.24,4.41,ABNORMAL_VELOCITY
66.47,38.38,0.0,2.24,50.78,7.09,43.29,0.0,ABNORMAL_VELOCITY
67.62,38.38,0.0,2.2,51.25,6.87,31.33,3.78,ABNORMAL_VELOCITY
68.7,38.38,0.0,2.23,51.62,6.5,29.68,4.29,ABNORMAL_VELOCITY
69.67,38.38,0.0,2.05,50.96,6.99,42.12,3.53,ABNORMAL_VELOCITY
70.71,38.38,0.0,2.01,51.56,7.16,38.73,3.61,ABNORMAL_VELOCITY
71.64,38.38,0.0,1.98,51.65,6.81,30.5,0.0,ABNORMAL_VELOCITY
72.52,38.38,0.0,1.81,51.45,7.2,38.05,0.16,ABNORMAL_VELOCITY
73.54,38.38,0.0,1.9,51.51,6.96,30.45,3.1,ABNORMAL_VELOCITY
74.51,38.38,0.0,1.98,51.63,6.61,44.11,2.69,ABNORMAL_VELOCITY
75.59,38.38,0.0,2.05,51.33,5.54,31.31,0.0,ABNORMAL_VELOCITY
76.4,38.38,0.0,1.9,51.1,5.38,40.04,0.0,ABNORMAL_VELOCITY
77.39,38.38,0.0,1.8,50.2,5.3,32.89,0.0,ABNORMAL_VELOCITY
78.25,38.38,0.0,1.85,49.82,5.02,30.31,3.46,ABNORMAL_VELOCITY
79.12,38.38,0.0,1.73,49.14,4.64,34.64,0.0,ABNORMAL_VELOCITY
79.96,38.38,0.0,1.72,48.62,5.51,35.0,2.93,ABNORMAL_VELOCITY
81.04,38.38,0.0,1.92,48.08,6.24,39.63,0.0,ABNORMAL_VELOCITY
82.23,38.38,0.0,2.27,48.13,6.26,33.2,0.0,ABNORMAL_VELOCITY
83.41,38.38,0.0,2.37,48.58,7.19,44.18,4.37,ABNORMAL_VELOCITY
84.31,38.38,0.0,2.08,49.31,6.67,30.81,0.0,ABNORMAL_VELOCITY
85.31,38.38,0.0,1.9,49.44,6.27,34.44,0.0,ABNORMAL_VELOCITY
86.32,38.38,0.0,2.0,49.7,6.88,35.69,0.0,ABNORMAL_VELOCITY
87.32,38.38,0.0,2.01,50.14,6.95,36.48,4.42,ABNORMAL_VELOCITY
88.38,38.38,0.0,2.06,50.29,6.89,29.69,0.0,ABNORMAL_VELOCITY
89.49,38.38,0.0,2.17,50.04,6.42,35.56,0.0,ABNORMAL_VELOCITY
90.39,38.38,0.0,2.01,49.86,6.36,45.99,3.11,ABNORMAL_VELOCITY
90.84,38.38,0.0,1.35,49.72,6.45,42.61,4.24,ABNORMAL_VELOCITY
91.3,38.38,0.0,0.91,50.33,6.53,31.75,0.0,ABNORMAL_VELOCITY
91.88,38.38,0.0,1.03,50.54,6.56,26.16,0.0,ABNORMAL_VELOCITY
92.34,38.38,0.0,1.05,50.66,5.81,28.87,0.0,ABNORMAL_VELOCITY
92.75,38.38,0.0,0.87,50.08,5.52,29.0,0.0,ABNORMAL_VELOCITY
93.16,38.38,0.0,0.81,49.65,5.09,27.08,0.0,ABNORMAL_VELOCITY
93.75,38.38,0.0,1.0,48.88,5.09,29.73,2.09,ABNORMAL_VELOCITY
94.24,38.38,0.0,1.08,48.49,5.08,34.25,2.96,ABNORMAL_VELOCITY
94.65,38.38,0.0,0.91,47.86,5.1,31.76,3.1,ABNORMAL_VELOCITY
95.11,38.38,0.0,0.87,47.64,5.54,42.44,3.98,ABNORMAL_VELOCITY
95.69,38.38,0.0,1.03,47.97,4.89,33.42,1.09,ABNORMAL_VELOCITY
96.28,38.38,0.0,1.17,48.03,4.86,44.77,1.2,Normal
96.77,38.38,0.0,1.08,48.15,5.53,41.42,1.45,Normal
97.31,38.38,0.0,1.03,48.45,5.98,34.26,1.47,Normal
97.82,38.38,0.0,1.06,48.72,5.9,28.7,1.34,Normal
98.33,38.38,0.0,1.02,48.91,5.48,36.31,1.35,Normal
96.73,38.38,1.6,-1.09,49.17,5.31,31.73,1.41,Normal
95.47,38.38,1.27,-2.86,49.46,5.31,45.01,1.63,Normal
93.79,38.38,1.68,-2.95,49.83,6.21,28.68,1.6,Normal
92.28,38.38,1.51,-3.19,49.73,6.24,31.3,1.63,Normal
90.57,38.38,1.7,-3.21,50.32,5.78,31.4,1.69,Normal
88.91,38.38,1.67,-3.37,50.01,5.77,31.16,1.71,Normal
87.24,38.38,1.66,-3.33,50.27,5.87,32.67,1.21,Normal
85.51,38.38,1.74,-3.4,50.5,5.55,31.61,0.93,Normal
84.15,38.38,1.35,-3.09,50.62,5.07,27.84,0.7,Normal
82.75,38.38,1.4,-2.75,50.01,4.01,26.92,0.51,Normal
80.27,38.08,1.17,-2.57,49.26,4.23,29.81,0.4,Normal
78.81,37.76,1.46,-2.63,48.5,3.8,30.53,0.65,Normal
77.39,37.59,1.41,-2.86,47.91,3.88,39.87,0.93,Normal
75.84,37.58,1.56,-2.96,47.47,4.55,38.77,1.07,Normal
74.52,37.29,1.3,-2.86,47.54,4.93,35.52,1.19,Normal
71.49,38.65,1.69,-3.0,47.65,5.54,29.07,1.24,Normal
71.54,38.34,1.33,-3.02,47.93,5.57,44.22,1.47,Normal
70.1,38.06,1.44,-2.77,48.77,5.61,34.32,1.36,Normal
68.71,39.27,1.43,-2.86,49.22,5.5,37.01,1.4,BATTERY_DEGRADATION
67.19,39.26,1.52,-2.94,49.73,5.65,29.52,1.51,BATTERY_DEGRADATION
65.59,38.81,1.58,-3.1,49.76,6.12,31.4,1.47,BATTERY_DEGRADATION
63.92,39.6,1.7,-3.28,49.77,5.93,40.8,1.41,BATTERY_DEGRADATION
60.16,39.48,1.75,-3.45,46.4,5.49,31.75,1.33,BATTERY_DEGRADATION
60.43,39.47,1.74,-3.49,49.96,5.46,36.41,1.34,BATTERY_DEGRADATION
58.79,39.3,1.64,-3.38,50.02,5.14,43.9,1.33,BATTERY_DEGRADATION
57.28,39.29,1.51,-3.15,49.75,5.48,30.54,1.25,BATTERY_DEGRADATION
55.85,38.84,1.4,-2.91,49.48,4.97,25.48,0.88,BATTERY_DEGRADATION
51.31,38.42,1.62,-3.02,49.23,4.63,42.75,0.76,BATTERY_DEGRADATION
52.96,38.21,1.26,-2.88,48.95,4.42,39.71,0.59,BATTERY_DEGRADATION
51.62,37.84,1.33,-2.59,48.46,4.43,24.24,0.45,BATTERY_DEGRADATION
50.31,37.52,1.3,-2.63,47.85,3.56,41.93,0.38,BATTERY_DEGRADATION
49.34,38.37,1.0,-2.3,47.34,3.61,38.36,0.81,BATTERY_DEGRADATION
47.99,39.98,1.4,-2.4,46.81,4.65,43.22,1.12,BATTERY_DEGRADATION
46.57,39.51,1.4,-2.8,47.37,4.79,33.56,1.27,BATTERY_DEGRADATION
45.15,39.43,1.42,-2.82,47.35,5.67,35.76,1.29,BATTERY_DEGRADATION
43.49,39.57,1.67,-3.08,47.83,5.57,33.22,1.45,BATTERY_DEGRADATION
42.03,40.0,1.48,-3.14,47.95,5.52,31.68,1.33,BATTERY_DEGRADATION
40.6,39.84,1.43,-2.9,48.0,5.7,28.85,1.52,BATTERY_DEGRADATION
39.16,39.81,1.43,-2.85,48.13,5.88,42.75,1.5,BATTERY_DEGRADATION
37.46,39.56,1.7,-3.13,48.52,5.93,39.04,1.38,BATTERY_DEGRADATION
35.81,39.33,1.64,-3.34,49.35,5.42,44.03,1.45,BATTERY_DEGRADATION
34.41,38.95,1.39,-3.03,49.98,5.46,34.73,1.55,BATTERY_DEGRADATION
32.81,38.73,1.59,-2.98,50.31,5.77,33.22,1.69,BATTERY_DEGRADATION
31.39,38.58,1.41,-3.0,50.64,5.8,32.24,1.5,BATTERY_DEGRADATION
27.54,38.21,1.71,-3.12,50.36,5.99,29.24,1.63,BATTERY_DEGRADATION
28.25,37.83,1.41,-3.12,50.22,6.14,29.75,1.57,BATTERY_DEGRADATION
27.99,37.83,1.58,-2.99,50.72,6.05,45.25,1.15,Normal
26.27,37.83,1.72,-3.3,50.99,5.41,25.29,0.92,Normal
24.97,37.83,1.3,-3.02,50.44,5.23,34.69,0.7,Normal
23.63,37.83,1.34,-2.64,50.6,4.69,39.63,0.49,Normal
22.54,37.83,1.08,-2.42,50.42,4.3,30.8,0.37,Normal
21.04,37.83,1.51,-2.59,49.82,4.4,44.17,0.84,Normal
19.47,37.83,1.56,-3.07,49.14,4.76,32.99,1.0,Normal
20.49,37.83,0.0,-0.55,48.52,5.63,39.88,1.33,Normal
21.68,37.83,0.0,2.21,49.23,5.85,31.11,1.58,Normal
22.83,37.83,0.0,2.34,49.11,6.04,46.0,1.44,Normal
23.78,37.83,0.0,2.1,49.65,6.07,38.56,1.44,Normal
24.71,37.83,0.0,1.88,49.82,6.14,30.64,1.65,Normal
25.89,37.83,0.0,2.11,50.16,6.08,45.44,1.46,Normal
27.02,37.83,0.0,2.31,50.66,6.14,27.16,1.36,Normal
28.22,37.83,0.0,2.32,51.06,5.64,28.35,1.5,Normal
29.17,37.83,0.0,2.15,51.02,5.82,28.77,1.6,Normal
30.21,37.83,0.0,1.99,52.47,6.25,43.9,1.62,Normal
31.32,37.83,0.0,2.15,54.09,6.34,43.81,1.66,Normal
32.33,37.83,0.0,2.13,55.59,6.4,45.08,1.72,Normal
33.3,37.83,0.0,1.97,57.41,6.69,28.97,1.53,Normal
34.22,37.83,0.0,1.89,58.48,6.71,39.89,1.07,Normal
35.25,37.83,0.0,1.96,60.27,6.21,41.59,0.89,Normal
36.44,37.83,0.0,2.22,61.45,6.34,30.84,0.67,Normal
37.37,37.83,0.0,2.12,62.65,5.63,28.24,0.57,Normal
38.49,37.83,0.0,2.05,63.27,5.55,33.26,0.4,Normal
39.33,37.83,0.0,1.95,63.81,5.66,25.23,0.87,Normal
40.36,37.83,0.0,1.87,64.55,7.12,25.62,1.03,MOTOR_OVERHEATING
41.36,37.83,0.0,2.03,66.01,7.24,43.27,1.25,MOTOR_OVERHEATING
42.4,37.83,0.0,2.04,67.45,8.2,29.74,1.19,MOTOR_OVERHEATING
43.48,37.83,0.0,2.12,69.45,7.74,39.42,1.36,MOTOR_OVERHEATING
44.53,37.83,0.0,2.13,71.12,8.84,28.99,1.41,MOTOR_OVERHEATING
45.36,37.83,0.0,1.88,73.22,8.66,27.89,1.34,MOTOR_OVERHEATING
46.53,37.83,0.0,2.0,74.94,8.97,37.13,1.45,MOTOR_OVERHEATING
47.67,37.83,0.0,2.31,76.5,9.55,33.43,1.65,MOTOR_OVERHEATING
48.66,37.83,0.0,2.13,78.35,10.17,45.08,1.63,MOTOR_OVERHEATING
49.62,37.83,0.0,1.95,80.86,9.77,36.37,1.56,MOTOR_OVERHEATING
50.48,37.83,0.0,1.81,82.75,10.35,33.92,1.63,MOTOR_OVERHEATING
51.31,37.83,0.0,1.68,84.48,10.26,38.53,1.72,MOTOR_OVERHEATING
52.37,37.83,0.0,1.89,86.31,10.56,29.7,1.83,MOTOR_OVERHEATING
53.24,37.83,0.0,1.93,87.37,11.37,38.48,1.83,MOTOR_OVERHEATING
54.29,37.83,0.0,1.92,89.55,11.28,43.49,1.4,MOTOR_OVERHEATING
55.1,37.83,0.0,1.87,91.27,10.45,44.26,1.06,MOTOR_OVERHEATING
56.08,37.83,0.0,1.8,92.36,10.59,30.63,0.89,MOTOR_OVERHEATING
57.07,37.83,0.0,1.97,93.27,10.44,35.82,0.7,MOTOR_OVERHEATING
58.09,37.83,0.0,2.01,94.52,10.24,39.82,0.64,MOTOR_OVERHEATING
59.1,37.83,0.0,2.03,95.34,10.32,36.64,0.93,MOTOR_OVERHEATING
59.95,37.83,0.0,1.85,96.23,11.19,39.9,1.2,MOTOR_OVERHEATING
60.76,37.83,0.0,1.65,97.8,11.83,29.79,1.16,MOTOR_OVERHEATING
61.62,37.83,0.0,1.67,99.28,12.09,44.29,1.25,MOTOR_OVERHEATING
62.58,37.83,0.0,1.82,101.15,12.23,29.97,1.24,MOTOR_OVERHEATING
63.5,37.83,0.0,1.87,102.74,12.36,31.38,1.2,MOTOR_OVERHEATING
64.63,37.83,0.0,2.06,104.04,12.29,33.9,1.45,MOTOR_OVERHEATING
65.48,37.83,0.0,1.99,49.96,5.82,37.19,1.58,Normal
66.35,37.83,0.0,1.72,50.31,5.67,43.49,1.6,Normal
67.27,37.83,0.0,1.79,50.85,5.87,42.69,1.67,Normal
68.09,37.83,0.0,1.74,51.17,6.26,43.42,1.69,Normal
69.17,37.83,0.0,1.9,51.74,6.06,33.67,1.61,Normal
70.27,37.83,0.0,2.18,52.0,6.21,34.41,1.58,Normal
71.08,37.83,0.0,1.91,52.08,5.59,35.71,1.62,Normal
71.9,37.83,0.0,1.63,51.71,6.31,39.79,1.56,Normal
73.03,37.83,0.0,1.95,51.83,5.98,33.07,1.1,Normal
73.97,37.83,0.0,2.06,51.78,5.11,27.53,0.85,Normal
74.96,37.83,0.0,1.93,51.04,4.83,25.81,0.65,Normal
75.88,37.83,0.0,1.91,50.2,4.32,23.88,0.46,Normal
76.7,37.83,0.0,1.74,49.58,4.14,30.23,0.36,Normal
77.86,37.83,0.0,1.98,49.01,3.45,25.98,0.58,Normal
78.91,37.83,0.0,2.22,48.02,4.42,44.81,1.06,Normal
79.83,37.83,0.0,1.98,47.76,4.95,36.54,1.34,Normal
79.42,38.28,0.0,1.81,47.84,5.63,36.78,1.47,Normal
80.46,37.91,0.0,1.95,48.22,5.38,32.89,1.36,Normal
81.31,37.82,0.0,1.9,48.3,5.67,43.21,1.49,Normal
82.14,37.58,0.0,1.69,48.61,5.61,31.35,1.35,Normal
82.86,37.44,0.0,1.8,48.87,5.79,39.45,1.51,Normal
84.11,37.18,0.0,1.98,48.94,6.1,43.78,1.65,Normal
84.92,37.05,0.0,1.85,49.61,5.86,28.07,1.48,Normal
86.1,36.93,0.0,2.0,49.66,5.46,45.84,1.66,Normal
86.94,37.24,0.0,2.0,49.82,6.15,38.89,1.52,BATTERY_DEGRADATION
85.41,37.23,0.0,1.71,50.35,5.62,39.73,1.4,BATTERY_DEGRADATION
89.0,38.06,0.0,2.04,50.62,5.74,43.06,1.53,BATTERY_DEGRADATION
89.45,37.69,0.0,1.62,50.8,5.79,36.31,1.47,BATTERY_DEGRADATION
87.92,37.46,0.0,0.98,51.05,5.45,25.68,1.1,BATTERY_DEGRADATION
90.57,39.48,0.0,1.06,51.0,5.38,27.84,0.87,BATTERY_DEGRADATION
91.13,39.47,0.0,1.11,50.65,4.8,43.78,0.72,BATTERY_DEGRADATION
89.91,39.41,0.0,1.11,50.5,4.18,34.86,0.59,BATTERY_DEGRADATION
91.43,39.24,0.0,1.0,49.65,4.42,23.86,0.47,BATTERY_DEGRADATION
92.62,38.79,0.0,0.95,48.89,3.63,25.78,0.86,BATTERY_DEGRADATION
91.5,38.66,0.0,0.96,47.77,4.52,40.65,1.03,BATTERY_DEGRADATION
93.53,38.35,0.0,0.93,47.65,4.84,31.74,1.24,BATTERY_DEGRADATION
93.96,38.3,0.0,0.9,47.39,5.15,40.72,1.45,BATTERY_DEGRADATION
92.28,38.18,0.0,0.87,47.98,5.46,27.88,1.61,BATTERY_DEGRADATION
94.95,38.03,0.0,0.99,47.86,5.66,28.75,1.77,BATTERY_DEGRADATION
93.14,37.75,0.0,1.1,48.41,6.2,35.03,1.7,BATTERY_DEGRADATION
96.04,37.36,0.0,1.12,49.23,5.91,29.92,1.84,BATTERY_DEGRADATION
96.45,37.23,0.0,0.99,49.54,6.01,41.56,1.77,BATTERY_DEGRADATION
96.91,37.22,0.0,0.86,50.28,5.91,38.33,1.66,BATTERY_DEGRADATION
95.46,38.36,1.49,-1.03,50.43,6.24,42.93,1.71,BATTERY_DEGRADATION
93.93,38.05,1.52,-3.0,50.89,6.31,46.08,1.75,BATTERY_DEGRADATION
92.4,37.82,1.52,-3.04,51.62,6.1,40.41,1.68,BATTERY_DEGRADATION
90.95,37.78,1.46,-2.98,52.17,6.03,39.55,1.53,BATTERY_DEGRADATION
89.15,37.59,1.78,-3.24,52.41,6.09,41.94,1.55,BATTERY_DEGRADATION
87.3,37.57,1.86,-3.64,52.25,5.93,37.38,1.11,BATTERY_DEGRADATION
85.7,38.29,1.62,-3.47,52.56,5.01,30.67,0.86,BATTERY_DEGRADATION
84.43,38.16,1.27,-2.89,51.79,4.69,42.39,0.72,BATTERY_DEGRADATION
