battery_level,battery_health,battery_drop_rate,battery_trend,temperature,motor_current,cpu_load,velocity
89.08,44.43,0.0,2.14,50.01,5.73,43.32,0.0
92.48,38.76,0.0,0.97,101.68,12.79,30.91,1.67
52.64,37.2,1.74,-3.53,52.28,6.03,40.39,1.12
29.0,38.11,1.62,-3.01,49.79,7.19,37.65,4.09
66.66,45.06,0.0,2.0,48.59,6.04,36.95,1.72
30.62,37.15,0.0,1.98,47.97,4.16,36.95,1.1
53.22,100.0,0.51,-1.06,49.59,7.06,39.21,0.0
33.28,37.2,0.0,2.11,48.31,4.82,26.43,1.29
97.75,39.19,0.0,1.02,51.29,5.23,39.49,0.89
95.26,100.0,0.0,1.06,51.36,6.1,46.25,1.87
37.64,37.68,0.0,2.11,49.2,6.29,30.18,1.61
95.43,38.07,0.0,1.02,51.44,6.19,27.21,0.0
95.95,38.76,0.0,1.14,49.94,5.79,44.83,0.0
25.32,39.81,1.43,-2.74,50.81,5.89,33.72,1.44
94.36,37.57,0.0,1.06,50.81,6.25,30.27,1.65
81.79,38.27,1.43,-2.84,48.8,4.3,36.68,0.81
71.47,100.0,0.0,1.81,61.38,7.24,35.24,1.54
40.92,37.69,0.0,2.04,50.25,4.02,27.46,0.47
68.15,37.2,1.52,-3.27,50.33,4.85,42.13,0.71
80.43,38.56,1.68,-3.38,49.29,5.79,44.67,1.59
44.24,100.0,0.56,-1.16,49.3,6.94,33.74,3.37
66.7,35.28,0.0,2.02,47.67,4.87,44.68,1.39
92.97,37.2,0.0,0.97,52.08,5.96,37.43,1.17
51.64,39.48,0.0,2.05,48.43,5.7,38.67,1.55
68.25,38.4,1.77,-3.31,51.74,6.4,36.44,0.0
25.55,38.35,0.0,2.17,49.27,6.31,26.83,1.44
68.81,38.18,0.0,2.0,88.16,9.85,33.32,1.07
47.97,38.76,1.45,-2.88,50.81,5.57,45.0,1.51
66.31,36.27,0.0,1.85,51.08,5.59,41.24,1.74
71.84,37.5,1.39,-2.73,65.63,6.29,25.32,0.76
44.04,36.9,1.71,-3.43,85.03,9.48,41.81,0.71
49.46,37.2,1.6,-3.18,51.57,4.62,32.16,0.62
35.25,38.08,0.0,2.28,50.39,6.03,30.56,0.0
97.55,38.08,0.0,0.9,47.73,5.08,28.42,1.35
81.74,38.11,1.63,-3.34,49.59,5.79,39.77,1.48
53.42,38.03,0.0,2.01,49.54,6.07,41.22,1.84
91.64,39.16,1.26,-2.6,47.47,4.91,27.42,1.47
44.46,37.86,0.0,2.03,49.81,5.76,46.44,1.79
19.04,37.93,1.84,-3.68,49.83,6.25,30.93,1.49
96.38,38.55,0.0,0.86,50.68,6.36,45.64,1.59
41.28,37.15,0.0,2.1,49.74,5.89,33.21,1.49
73.02,39.25,0.0,1.85,49.46,5.68,30.94,1.46
27.21,35.55,1.44,-2.69,49.98,5.16,34.2,1.04
97.13,38.98,0.0,1.02,50.57,6.68,43.93,0.0
81.08,45.06,0.0,1.9,51.54,4.72,43.2,0.62
93.15,38.6,0.0,1.02,50.44,4.95,41.06,0.79
95.65,37.51,0.0,0.88,50.23,6.45,27.79,1.6
53.31,37.5,0.0,2.1,83.27,9.14,25.17,0.89
65.74,39.19,1.39,-2.82,83.31,8.34,34.12,0.5
54.58,37.42,1.41,-3.16,51.43,4.58,32.06,0.74
65.05,36.35,1.68,-3.43,101.44,13.1,28.56,1.52
92.46,38.56,1.36,-2.59,50.96,4.55,31.15,0.65
43.47,38.03,0.0,1.74,78.18,7.8,32.42,0.56
68.19,38.68,1.4,-2.71,50.01,5.32,29.86,3.4
95.9,38.65,0.0,1.01,46.04,4.75,28.25,1.25
26.0,87.47,0.51,-1.06,50.26,4.39,38.38,0.55
70.1,38.97,1.3,-2.97,100.08,10.93,29.92,0.5
48.39,37.97,0.0,1.65,47.58,5.23,34.77,1.36
95.59,38.27,0.0,0.88,93.37,11.0,44.64,1.19
75.2,37.5,0.0,2.05,87.53,10.46,34.61,1.53
76.0,38.76,0.0,1.72,75.32,8.86,31.65,1.41
88.36,38.07,0.0,1.72,72.63,8.75,34.64,1.57
73.75,100.0,0.63,-1.34,103.33,12.47,36.84,0.92
67.13,38.98,0.0,1.97,51.75,5.63,38.3,0.96
42.45,100.0,0.64,-1.25,50.52,7.13,29.62,0.0
60.61,39.19,1.04,-2.25,47.97,4.09,28.75,0.64
90.62,38.36,0.0,1.1,47.65,5.2,35.96,1.32
72.27,38.03,0.0,1.97,48.98,5.64,43.39,1.49
26.59,38.11,0.0,2.18,49.8,5.94,46.64,1.63
43.01,39.19,0.0,1.85,51.11,5.95,28.77,1.58
33.04,44.43,0.0,2.03,85.01,10.65,32.24,1.34
94.45,44.43,0.0,1.08,50.84,5.62,30.47,3.77
18.46,37.25,1.98,-3.92,50.81,6.92,40.93,1.59
67.41,38.76,0.0,1.86,50.09,4.65,32.91,0.61
27.43,38.56,0.0,1.86,52.09,6.11,45.3,1.67
19.13,38.11,1.71,-3.31,51.19,6.37,29.33,1.44
40.03,38.08,0.0,1.86,51.65,7.78,46.26,0.0
24.86,39.9,1.58,-3.21,63.99,7.59,44.64,1.59
95.39,38.24,0.0,0.91,48.03,4.57,34.51,1.0
84.72,38.68,1.78,-3.31,50.56,6.25,30.42,1.56
28.41,38.07,0.0,1.99,53.56,6.5,44.04,1.54
75.58,38.76,1.57,-3.2,93.9,11.92,28.17,1.42
94.36,39.19,0.0,0.91,48.43,6.83,43.66,3.63
76.07,37.51,0.0,2.0,49.29,6.79,47.02,0.0
70.61,39.25,1.08,-2.29,49.52,4.43,38.22,0.51
90.76,37.95,1.82,-3.47,49.88,6.48,36.79,0.0
30.84,37.2,0.0,2.13,51.02,7.07,39.93,0.0
26.05,37.15,0.0,2.09,51.64,5.31,42.9,0.8
66.28,37.97,1.56,-2.95,48.86,5.79,27.18,1.35
79.95,38.08,1.44,-3.26,63.85,7.39,37.25,1.35
83.99,37.34,0.0,1.99,72.0,7.82,29.05,0.92
38.6,38.12,0.0,1.9,48.61,4.14,30.42,1.05
51.19,39.09,0.0,1.92,86.06,10.24,43.29,1.35
79.83,37.83,0.0,1.98,47.76,4.95,36.54,1.34
95.53,38.76,0.0,1.08,60.09,7.36,40.58,1.49
92.95,38.03,0.0,1.05,102.2,12.62,40.79,1.59
27.93,38.08,0.0,2.12,48.68,5.61,30.52,0.0
91.85,37.2,1.27,-2.66,47.08,4.99,26.59,1.29
93.18,39.76,0.0,0.96,48.2,5.57,34.61,1.68
51.79,39.59,1.55,-2.94,48.82,5.96,29.03,1.58
97.15,37.51,0.0,1.02,50.14,5.27,30.46,1.08
43.52,100.0,0.61,-1.25,50.33,6.09,36.91,1.7
50.56,36.9,0.0,1.86,47.74,6.54,40.0,0.0
95.79,38.03,0.0,0.86,50.62,6.57,39.78,0.0
94.86,36.62,1.47,-3.2,47.55,5.7,44.86,3.23
23.26,37.62,0.0,1.99,49.98,5.52,34.41,1.56
88.79,37.91,0.0,2.24,51.18,5.72,36.33,1.08
75.13,37.51,0.0,1.92,48.22,5.95,35.17,1.38
77.39,38.08,1.76,-3.34,49.62,5.55,36.59,1.66
61.68,37.68,0.0,1.83,49.61,5.25,37.14,1.49
83.92,100.0,0.0,1.89,84.09,8.79,26.36,0.77
34.72,45.06,1.32,-2.8,48.28,5.85,37.11,1.64
79.81,38.68,0.0,1.89,102.68,13.4,34.93,1.55
74.0,38.76,1.59,-3.15,95.56,11.54,34.88,1.46
51.66,38.68,0.0,2.07,56.39,6.6,38.08,1.36
47.54,37.2,1.68,-3.63,51.04,6.51,36.39,0.0
94.93,39.19,0.0,0.99,49.92,5.84,30.17,1.5
34.89,38.98,0.0,2.01,67.63,8.28,32.38,1.56
97.9,39.09,0.0,0.97,48.99,5.02,35.93,1.29
22.06,38.68,0.0,1.95,51.8,6.76,25.4,0.0
91.2,38.98,0.0,1.01,49.4,5.23,45.74,1.3
81.28,38.12,1.44,-2.82,84.85,8.99,40.63,0.45
64.87,38.98,1.52,-2.78,66.58,6.72,32.5,0.57
92.91,44.43,0.0,1.09,50.92,7.29,30.72,0.0
31.34,36.35,1.84,-3.28,49.52,5.63,44.07,1.26
51.19,39.19,0.0,1.98,48.95,5.69,46.33,1.48
84.43,36.27,0.0,1.83,51.68,5.95,27.72,1.29
71.34,38.04,0.0,1.84,76.75,9.3,43.21,1.08
37.71,45.77,0.0,2.19,50.0,5.63,44.62,1.65
65.36,37.2,1.24,-2.79,50.7,4.0,33.66,0.38
52.71,37.68,1.38,-2.96,48.36,6.33,45.13,0.0
86.73,38.09,0.0,1.73,49.64,6.32,30.59,1.59
83.1,37.51,1.26,-2.74,98.88,12.35,33.68,1.43
25.5,39.19,1.57,-2.82,75.34,9.32,40.75,1.4
76.78,36.35,0.0,1.85,48.12,3.64,31.39,0.67
96.04,37.93,1.15,-2.4,49.18,4.0,36.09,0.47
26.15,38.76,0.0,2.23,54.44,5.28,24.82,0.69
49.59,38.56,0.0,1.85,50.84,5.91,35.74,2.51
95.19,39.39,0.0,0.93,49.03,5.85,38.41,1.79
83.0,38.76,1.49,-3.31,50.15,6.43,28.05,1.63
65.14,45.6,0.0,2.13,50.45,6.04,35.1,1.63
20.89,38.68,0.0,2.13,50.57,6.7,32.98,3.05
50.24,37.97,0.0,1.86,47.81,5.51,29.52,1.48
47.11,39.19,0.0,2.2,51.08,4.02,40.55,0.64
48.54,37.51,0.0,1.92,50.43,4.76,29.62,0.0
96.89,37.24,0.0,1.04,50.1,5.58,40.56,1.09
68.36,39.4,0.0,2.1,51.94,5.62,36.38,1.53
49.25,38.12,1.3,-2.42,49.1,3.69,29.04,0.95
82.67,35.55,0.0,2.23,48.42,6.63,40.04,2.99
96.74,39.19,0.0,0.88,53.71,6.03,30.8,1.54
70.49,100.0,0.0,1.87,59.79,6.74,39.66,1.36
40.87,39.21,0.0,2.08,47.95,4.59,40.78,1.16
38.82,38.68,0.0,2.11,51.21,6.69,33.6,0.0
51.9,100.0,0.56,-1.26,83.63,10.29,38.65,1.17
69.91,38.56,0.0,2.0,51.81,5.58,26.67,0.0
90.06,37.5,1.92,-3.47,50.27,5.56,44.79,1.49
54.8,37.2,0.0,1.99,49.54,5.92,33.08,3.01
48.28,100.0,0.49,-0.93,47.91,5.36,33.8,0.0
79.39,38.63,0.0,2.29,49.23,6.06,34.93,1.55
53.0,38.04,0.0,2.04,51.24,5.65,37.4,1.54
90.18,38.98,0.0,2.1,49.05,4.62,29.81,1.18
52.49,37.95,0.0,2.19,49.62,6.04,41.22,1.54
87.13,38.15,1.71,-3.24,51.48,6.77,35.55,1.98
97.5,39.19,0.0,1.05,50.1,6.55,44.94,0.0
79.9,39.38,1.29,-3.0,50.63,4.43,39.2,0.72
54.22,38.27,1.35,-2.48,47.87,4.55,28.92,0.89
36.44,38.96,1.44,-3.05,50.04,6.39,43.77,1.82
19.4,64.81,0.0,0.02,49.66,5.97,36.6,1.28
27.2,38.76,0.0,2.11,55.12,5.41,41.77,0.49
18.77,38.96,1.84,-3.33,50.71,6.71,38.09,1.64
41.34,38.11,0.0,2.03,49.2,7.24,40.0,4.5
72.63,37.2,0.0,2.09,46.99,6.19,37.48,4.27
58.4,38.04,0.0,2.2,59.55,7.38,39.03,1.61
58.18,38.68,0.0,2.05,50.7,6.93,43.63,3.31
41.72,39.81,0.0,1.96,48.08,6.12,34.13,3.34
90.75,39.33,0.0,1.19,50.4,5.94,27.54,1.67
92.54,37.33,0.0,1.13,50.7,4.47,23.69,0.5
39.49,38.76,0.0,2.2,75.74,9.38,33.69,1.64
36.9,38.56,0.0,2.08,48.11,5.37,46.06,1.38
92.52,38.68,0.0,1.09,78.63,9.54,36.29,1.35
76.79,38.65,1.51,-2.95,48.92,5.72,33.87,1.54
59.67,36.27,0.0,1.74,48.2,5.87,45.37,1.37
85.04,39.09,0.0,1.97,77.72,9.43,46.27,1.48
45.25,39.9,1.4,-3.12,51.45,5.88,46.75,1.61
27.64,54.99,0.0,2.22,51.63,4.73,35.73,0.65
31.37,37.36,1.91,-3.74,49.22,6.06,28.65,1.65
49.71,37.5,0.0,1.86,48.8,7.12,33.68,4.11
73.1,38.07,1.55,-3.23,48.24,6.28,34.57,0.0
93.2,39.6,1.36,-2.43,46.7,4.95,38.14,1.37
72.54,38.27,0.0,2.15,52.69,6.51,28.0,1.62
45.88,38.68,0.0,2.0,50.22,5.33,36.69,2.83
61.1,37.6,0.0,1.8,51.94,4.77,44.4,0.94
32.47,38.94,0.0,2.32,49.59,5.33,27.33,1.31
28.02,39.32,1.56,-3.0,48.13,5.48,35.07,1.58
93.06,37.2,1.74,-3.49,93.4,12.21,30.73,1.68
55.68,36.35,0.0,2.02,51.71,6.31,31.3,1.51
95.33,39.4,1.42,-0.98,49.17,5.78,43.69,1.51
24.97,37.83,1.3,-3.02,50.44,5.23,34.69,0.7
95.41,38.09,0.0,1.09,48.73,3.66,27.21,0.76
57.31,38.4,1.52,-2.77,48.09,6.25,37.98,3.0
78.17,38.76,0.0,2.16,80.48,9.84,43.74,1.44
76.28,100.0,0.7,-1.39,92.17,11.9,30.84,1.53
57.31,37.93,1.47,-2.9,48.13,5.3,38.18,3.47
80.81,38.56,0.0,1.78,49.29,5.65,42.55,1.44
50.56,36.37,0.0,1.96,47.35,5.3,29.93,1.57
86.89,38.98,0.0,1.68,49.25,6.26,39.27,0.0
87.19,39.09,0.0,2.14,81.92,10.37,35.55,1.49
53.2,38.98,1.41,-2.95,64.2,7.12,26.15,1.23
23.72,37.5,1.85,-3.55,48.68,7.44,40.86,0.0
97.52,38.03,0.0,0.94,49.32,4.68,26.44,0.0
20.83,38.57,1.79,-3.4,50.91,7.66,44.29,0.0
89.37,38.07,0.0,1.93,74.27,9.28,32.39,1.5
24.16,38.03,0.0,2.13,51.33,5.16,30.28,0.0
81.98,45.06,1.32,-2.56,53.2,6.55,29.31,1.51
95.03,37.5,0.0,0.95,51.95,6.76,30.6,2.04
28.09,37.5,0.0,2.13,50.82,5.29,43.56,0.82
26.91,36.35,0.0,2.08,49.29,6.86,29.28,0.0
22.57,75.97,0.77,-1.45,48.54,4.9,25.12,1.03
93.18,38.07,1.67,-3.52,104.86,13.16,28.8,1.64
64.45,38.03,1.62,-2.68,47.73,4.67,32.81,1.02
57.07,37.83,0.0,1.97,93.27,10.44,35.82,0.7
96.9,38.76,0.0,0.96,49.65,5.93,30.04,3.12
48.6,37.57,1.44,-2.88,49.85,6.59,30.6,4.5
60.17,100.0,0.59,-0.98,58.37,6.03,33.14,1.1
60.9,37.51,0.0,1.73,68.33,8.78,29.07,1.76
69.8,53.3,0.82,-1.92,49.47,4.29,34.85,0.64
90.43,38.07,0.0,2.07,49.85,5.48,33.85,1.5
55.15,38.76,0.0,1.85,49.46,5.66,45.14,1.38
20.22,38.11,0.0,-0.61,51.07,6.84,38.86,3.8
21.89,37.68,0.0,1.91,51.79,7.03,32.45,0.0
76.7,37.83,0.0,1.74,49.58,4.14,30.23,0.36
90.81,39.09,0.0,1.83,88.69,10.8,33.98,1.48
84.8,35.55,0.0,2.12,49.11,6.52,34.11,4.16
87.73,38.11,0.0,1.89,75.43,7.11,40.68,0.66
53.15,38.08,1.84,-3.33,49.98,6.7,44.04,0.0
25.47,36.27,0.0,2.07,52.26,7.18,36.45,3.79
40.96,38.98,1.6,-3.22,77.34,9.97,39.64,1.69
27.9,38.57,0.0,2.02,49.08,4.96,29.01,1.11
29.59,39.45,0.0,1.98,49.34,5.42,45.3,1.51
89.2,38.09,0.0,2.01,49.78,5.66,27.88,1.53
92.93,37.24,0.0,1.0,50.11,5.84,44.83,1.42
35.76,39.66,0.0,1.68,51.43,4.22,43.54,0.68
60.82,38.36,1.68,-3.21,47.65,4.98,33.26,1.31
97.78,36.35,0.0,1.1,71.36,8.2,40.02,1.53
48.43,44.43,0.0,1.79,49.08,5.59,28.35,1.43
29.11,37.51,1.61,-3.2,47.51,5.31,36.17,1.15
58.65,38.09,1.61,-3.1,49.33,6.96,34.86,3.83
33.31,38.98,0.0,1.92,48.04,6.29,36.41,1.53
21.58,37.51,0.0,2.05,50.02,5.9,44.84,1.59
45.97,39.19,1.48,-3.03,55.58,6.09,39.25,1.53
77.13,37.5,0.0,1.94,90.85,11.42,44.0,1.61
55.03,37.68,0.0,2.19,48.26,5.79,35.31,1.46
95.14,37.43,1.57,-1.1,49.34,3.91,41.67,0.56
28.84,100.0,0.67,-1.19,50.29,6.03,37.37,1.48
53.48,44.43,0.0,1.94,50.36,5.78,35.5,1.59
75.94,38.97,0.0,2.18,51.51,4.48,40.34,0.7
23.44,38.07,1.13,-2.59,50.21,5.61,43.24,0.0
81.12,38.27,0.0,1.9,64.18,7.79,27.38,1.62
45.1,37.68,0.0,1.82,49.46,5.43,39.46,0.0
54.61,38.98,1.55,-3.31,62.57,6.82,38.09,1.18
36.73,36.35,0.0,1.89,49.38,3.75,39.28,0.59
70.91,38.03,1.42,-2.53,49.01,4.99,33.1,0.0
73.07,38.97,1.53,-3.0,98.86,11.68,26.63,0.77
87.84,37.01,0.0,1.98,50.37,4.89,38.73,0.82
23.38,39.19,1.38,-2.97,49.59,6.36,29.28,1.63
85.96,38.76,0.0,1.9,49.85,3.96,26.68,0.4
30.37,38.11,0.0,1.78,48.96,5.55,31.09,0.0
32.0,37.5,0.0,2.23,51.22,4.75,30.9,0.95
53.24,37.83,0.0,1.93,87.37,11.37,38.48,1.83
37.26,38.09,1.51,-3.29,49.27,5.67,35.85,1.52
79.43,38.97,1.82,-3.56,93.26,11.27,31.65,1.34
27.65,39.21,0.0,2.0,49.95,6.69,32.39,3.84
87.1,38.03,0.0,1.97,87.13,10.34,27.97,1.1
25.22,100.0,0.0,1.89,50.84,5.66,33.89,2.65
28.55,39.1,0.0,1.88,48.21,4.4,29.82,0.79
49.74,37.99,1.49,-3.06,62.62,7.48,38.66,1.69
96.67,35.55,1.66,-1.08,50.98,6.84,41.0,0.0
44.15,38.12,0.0,1.87,49.39,6.7,32.45,3.98
45.08,39.16,1.3,-2.55,48.25,5.02,42.77,1.15
72.57,37.86,1.88,-3.53,51.42,6.1,44.18,1.66
84.2,37.2,0.0,1.88,56.9,6.58,34.69,1.21
32.76,38.03,1.32,-2.99,49.97,5.73,26.51,1.4
24.57,38.07,1.46,-2.95,50.85,5.44,34.01,0.0
68.71,39.27,1.43,-2.86,49.22,5.5,37.01,1.4
78.11,38.86,1.34,-2.61,48.61,6.15,27.05,1.67
44.26,37.2,1.31,-2.39,49.01,4.48,41.97,1.21
41.99,38.04,0.0,1.84,50.1,5.53,38.23,1.42
27.44,38.98,0.0,2.06,49.99,3.75,24.25,0.39
58.49,38.11,1.72,-3.08,48.43,5.54,36.7,1.37
32.02,37.93,1.3,-2.52,48.21,5.21,41.98,1.08
74.56,36.62,0.0,1.95,51.37,7.04,31.68,0.0
22.03,38.03,0.0,1.65,51.68,6.6,44.53,3.42
84.31,38.38,0.0,2.08,49.31,6.67,30.81,0.0
25.42,38.08,0.0,2.06,50.38,3.88,24.14,0.33
43.0,37.2,0.0,1.79,47.66,6.22,34.98,3.21
75.51,36.27,0.0,1.73,48.2,5.65,36.39,1.55
36.24,44.43,0.0,2.06,90.54,10.55,45.21,1.49
59.49,38.38,0.0,2.18,48.1,5.06,44.49,1.28
84.52,38.07,0.0,1.79,65.66,8.07,31.73,1.47
23.25,39.03,1.48,-3.32,49.83,6.86,30.24,1.74
47.53,45.06,0.0,1.72,48.84,6.11,30.62,3.68
91.4,36.9,0.0,0.94,49.62,5.59,32.74,1.53
22.8,35.55,0.0,2.24,60.52,7.88,31.62,1.6
48.29,38.03,1.77,-3.36,50.69,7.38,34.13,4.33
37.88,45.6,0.0,1.99,64.44,5.95,24.36,0.38
78.94,38.68,1.9,-3.45,73.65,8.43,31.32,1.52
20.8,37.68,0.0,1.87,51.62,6.4,41.85,2.9
47.3,37.95,0.0,1.92,49.79,4.5,42.56,0.57
68.94,37.43,0.0,2.16,47.77,5.71,43.62,1.32
54.99,39.11,0.0,1.95,49.66,6.12,29.25,1.61
38.01,39.33,0.0,2.02,88.9,9.93,35.07,0.76
78.01,38.12,1.22,-2.78,48.14,5.31,30.95,1.4
16.98,39.59,1.83,-3.79,50.34,6.45,42.26,1.27
71.96,39.09,0.0,1.96,47.91,5.31,45.7,1.39
53.72,38.76,0.0,2.12,94.37,11.96,42.01,1.46
55.03,38.76,1.74,-3.06,50.13,7.14,29.6,4.16
24.1,37.2,1.83,-3.74,49.55,7.36,27.4,4.35
70.64,39.09,1.56,-3.13,47.43,5.73,36.78,4.19
64.24,36.37,0.0,2.23,50.79,6.31,38.95,1.61
95.9,44.43,0.0,0.99,49.15,4.13,25.01,0.39
87.09,38.08,0.0,1.77,67.89,6.79,26.12,0.84
63.03,39.29,0.0,1.87,50.62,4.05,37.98,0.48
36.82,37.86,1.9,-3.82,62.24,7.51,34.88,1.67
89.14,38.18,0.0,1.92,47.6,5.31,26.38,1.36
22.95,38.76,0.0,2.25,50.3,5.89,28.27,1.54
50.83,36.35,1.72,-3.37,49.23,4.58,25.9,0.53
84.59,38.98,1.36,-2.85,47.14,5.53,39.97,1.55
90.34,38.06,0.0,0.85,48.3,5.83,45.24,1.43
89.96,37.51,1.55,-2.78,90.9,10.78,37.84,1.14
40.11,37.86,0.0,1.95,49.22,5.86,44.09,1.5
34.94,38.98,1.46,-2.83,83.29,9.09,29.14,0.64
61.9,37.35,0.0,2.23,50.21,4.17,25.62,0.67
76.42,38.12,1.59,-2.8,48.51,5.32,35.26,1.63
20.6,38.92,0.0,1.78,52.95,5.85,31.92,1.02
83.41,39.25,1.34,-2.66,100.21,12.53,40.51,1.44
76.92,39.67,1.78,-3.54,49.83,5.89,37.65,1.45
34.44,44.43,1.51,-2.87,48.1,5.65,37.95,1.61
29.36,37.2,1.36,-3.04,48.55,6.23,27.32,4.05
33.44,35.55,0.0,2.06,73.47,6.77,25.32,0.69
36.18,100.0,0.0,1.99,49.68,5.23,43.35,1.35
58.76,44.43,0.0,1.88,51.18,4.98,37.3,0.74
21.74,37.34,0.0,1.65,52.21,6.26,39.67,1.51
51.42,39.02,0.0,1.82,48.29,4.79,28.75,1.14
96.16,37.91,1.84,-1.3,50.43,5.77,27.37,1.67
88.4,100.0,0.71,-1.26,65.22,7.75,32.0,1.55
59.42,39.9,0.0,1.97,50.91,5.76,43.74,1.57
30.69,38.03,0.0,2.07,57.31,6.02,36.82,1.67
89.99,37.51,0.0,1.9,46.7,4.55,32.42,1.16
83.06,38.12,0.0,2.14,47.9,5.56,29.18,1.54
97.03,39.92,0.0,1.11,47.16,5.08,28.6,1.31
86.04,38.12,0.0,1.81,49.4,5.75,40.38,1.41
53.63,38.76,0.0,1.91,48.61,6.52,43.64,0.0
72.25,39.81,0.0,2.07,50.05,7.49,29.79,0.0
34.41,37.5,0.0,2.11,49.72,6.39,37.57,0.0
80.92,38.27,0.0,1.94,47.72,5.23,41.12,1.28
30.38,38.68,0.0,2.36,47.67,5.35,45.23,1.31
94.78,38.65,1.88,-3.63,49.54,6.2,43.35,1.81
45.91,39.51,0.0,1.95,48.76,3.95,40.34,0.42
80.98,38.75,0.0,1.83,47.53,3.86,27.29,0.75
50.18,38.2,0.0,2.22,49.5,7.04,29.21,0.0
95.46,38.36,1.49,-1.03,50.43,6.24,42.93,1.71
48.5,37.5,0.0,2.05,77.84,8.54,42.49,0.83
76.7,38.84,1.04,-2.06,48.45,4.16,29.19,0.77
66.58,37.2,1.68,-3.4,97.58,11.76,39.11,1.64
91.43,38.03,0.0,0.98,97.0,11.87,36.03,1.42
78.7,38.18,0.0,1.71,50.94,6.2,46.97,1.77
93.91,38.42,0.0,0.95,49.23,4.52,25.09,0.52
65.63,38.18,0.0,2.22,47.33,5.02,38.02,1.2
96.99,37.2,0.0,0.97,84.77,9.68,35.11,1.0
71.22,38.08,1.43,-2.83,50.65,4.76,36.04,0.78
19.15,38.21,0.0,-1.03,50.07,5.82,36.75,1.5
25.79,37.2,1.68,-3.54,50.78,6.56,40.32,1.81
50.25,45.06,0.0,1.78,48.84,7.09,34.05,0.0
75.33,37.34,1.79,-3.57,50.75,6.19,29.3,1.53
62.46,37.57,1.23,-2.57,47.61,6.69,31.77,4.08
90.39,38.38,0.0,2.01,49.86,6.36,45.99,3.11
85.09,37.89,0.0,2.05,47.91,4.88,36.61,1.24
71.23,37.5,0.0,2.02,49.0,5.52,38.39,1.41
28.66,36.9,1.49,-3.43,98.14,12.88,32.8,1.78
34.53,39.09,1.55,-3.4,49.72,7.21,45.05,0.0
22.19,38.76,1.76,-3.54,88.0,11.36,32.85,1.72
77.79,38.65,0.0,2.1,70.91,7.14,38.77,0.49
95.68,38.97,1.15,-2.43,74.54,8.71,35.4,1.25
82.94,100.0,0.39,-0.92,77.09,8.27,25.1,1.01
29.26,38.08,0.0,2.2,47.77,5.43,42.31,1.18
72.42,38.76,0.0,2.17,68.08,8.2,30.12,1.56
47.03,38.69,1.64,-3.37,49.52,5.87,42.08,1.49
87.12,38.24,0.0,1.67,48.76,4.81,34.95,0.99
46.82,39.09,1.41,-2.54,48.03,4.55,31.2,3.0
89.7,39.19,0.0,2.0,47.64,3.54,33.51,0.65
34.38,38.03,0.0,2.08,49.84,5.82,43.5,1.64
74.34,38.76,1.4,-3.12,51.1,6.6,35.02,0.0
34.85,38.27,0.0,2.07,50.73,5.33,23.93,0.0
91.77,38.12,1.56,-3.05,75.85,9.49,32.92,1.56
56.65,38.68,1.76,-3.44,49.61,6.48,29.28,0.0
40.42,37.99,0.0,1.8,48.98,5.59,37.49,1.52
55.26,38.11,0.0,2.02,49.11,7.02,31.43,3.19
41.75,38.56,0.0,1.95,49.4,6.02,33.36,0.04
51.89,72.24,0.75,-1.64,50.91,5.78,46.51,1.59
91.35,37.15,1.34,-2.92,48.52,5.21,36.03,1.5
85.81,38.76,0.0,2.08,89.68,9.2,23.67,0.42
85.48,37.57,0.0,2.33,49.26,3.89,40.29,0.53
52.11,37.51,0.0,1.98,49.16,5.7,37.83,1.5
20.33,38.11,0.0,-0.74,51.82,6.73,27.06,0.0
39.14,53.46,0.92,-2.0,47.71,5.72,30.48,1.33
29.67,38.03,1.54,-3.11,49.84,6.19,34.05,1.72
40.67,37.97,1.57,-3.14,48.43,6.63,28.42,3.66
39.13,39.33,1.6,-3.08,48.21,6.13,34.64,1.4
79.77,38.76,1.78,-3.24,50.28,5.44,35.71,1.5
85.14,38.05,1.63,-3.3,48.98,5.56,28.0,1.44
59.36,39.55,1.74,-3.21,49.33,6.04,27.21,1.67
96.93,39.09,0.0,1.12,49.04,5.25,43.44,1.16
52.64,38.65,0.0,1.98,49.74,6.1,34.87,1.56
89.4,38.15,0.0,1.89,49.49,5.62,36.81,1.47
62.56,39.37,1.47,-2.98,49.09,6.38,42.17,1.69
96.37,38.12,0.0,0.9,51.21,7.07,33.31,1.21
74.38,38.03,0.0,2.11,49.52,5.52,41.28,1.69
18.86,44.43,1.25,-2.93,65.8,7.55,31.57,0.76
31.68,37.51,1.25,-2.46,48.04,4.78,26.11,0.0
56.11,37.95,0.0,1.74,50.26,6.43,29.18,0.0
76.5,37.43,0.0,1.81,49.93,5.77,40.89,1.68
35.29,38.98,1.21,-2.59,95.26,10.13,30.73,0.52
68.74,37.1,0.0,2.06,46.7,4.89,40.14,1.19
21.21,39.33,1.45,-3.11,59.52,5.97,31.39,0.67
59.7,38.03,0.0,1.77,102.42,13.1,29.93,1.68
40.01,37.91,1.46,-2.94,49.31,6.37,32.28,4.35
81.19,37.15,0.0,2.1,62.27,7.02,30.92,1.62
50.29,38.38,0.0,1.96,50.33,6.53,30.63,1.69
72.9,36.27,0.0,1.94,48.56,4.47,28.32,1.03
24.69,38.18,0.0,2.19,50.17,3.92,34.19,0.48
